id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
168,1,1,12,32,,,358351,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,625,0,36.0,110.0,1.0,1.0,14,6.437752,196
169,1,1,16,28,12.0,11.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,707,1,35.0,97.0,1.0,1.0,6,6.561031,36
172,1,1,12,29,11.0,12.0,538123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1043,0,42.0,96.0,4.0,1.0,11,6.949856,121
173,1,1,12,27,8.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,761,0,45.0,,1.0,1.0,9,6.634633999999999,81
177,1,1,13,25,14.0,12.0,360396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,524,0,28.0,,1.0,1.0,6,6.261492,36
179,1,1,13,27,6.0,6.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,575,0,34.0,91.0,1.0,1.0,8,6.354369999999999,64
180,1,1,14,26,,6.0,99110,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,865,0,31.0,97.0,6.0,1.0,6,6.76273,36
183,1,1,12,28,12.0,8.0,99110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,713,0,38.0,90.0,1.0,1.0,10,6.569481,100
184,1,1,16,27,7.0,8.0,370732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,673,0,,112.0,1.0,1.0,5,6.5117449999999995,25
185,1,1,12,25,7.0,8.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,662,0,27.0,97.0,1.0,1.0,7,6.495265,49
186,1,1,14,29,11.0,8.0,484311,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,543,0,45.0,120.0,1.0,1.0,9,6.297109,81
187,1,1,13,25,12.0,12.0,360396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,525,1,40.0,109.0,6.0,1.0,6,6.2633980000000005,36
188,1,1,12,28,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,640,0,36.0,,1.0,1.0,10,6.461468,100
189,1,1,12,26,,8.0,370732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,297,0,26.0,,6.0,1.0,8,5.693732,64
191,1,1,8,33,,,141996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,947,0,37.0,,5.0,0.0,19,6.853299000000001,361
192,1,1,12,34,8.0,9.0,141996,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,500,0,40.0,99.0,1.0,1.0,16,6.214608,256
202,1,1,13,25,5.0,7.0,96681,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,620,0,43.0,,4.0,1.0,6,6.429719,36
203,1,1,12,25,,10.0,96681,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,277,0,31.0,,1.0,,7,5.624018,49
205,0,1,10,26,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,29.0,99.0,1.0,1.0,10,5.480639,100
206,0,1,10,25,5.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,240,0,34.0,,6.0,1.0,9,5.480639,81
207,0,1,12,33,,,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,32.0,85.0,1.0,1.0,15,6.135565,225
209,0,1,12,27,,11.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,404,0,32.0,97.0,6.0,1.0,9,6.001415,81
210,0,1,12,25,,11.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,40.0,95.0,1.0,1.0,7,6.109248,49
213,0,1,12,24,3.0,2.0,395512,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,250,0,28.0,,6.0,1.0,6,5.521461,36
215,0,1,11,26,,9.0,450502,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,727,0,23.0,,4.0,1.0,9,6.588926,81
216,0,1,12,24,,9.0,439458,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,667,0,30.0,,1.0,1.0,6,6.50279,36
224,0,1,12,28,,6.0,117131,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,962,0,31.0,80.0,4.0,1.0,10,6.869014,100
228,0,1,14,27,,8.0,90623,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,44.0,126.0,6.0,1.0,7,6.620073,49
230,0,1,14,25,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,667,0,20.0,,6.0,1.0,5,6.50279,25
231,0,1,17,34,8.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,692,0,49.0,109.0,1.0,1.0,11,6.539586,121
233,0,1,12,25,6.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,465,0,21.0,,1.0,1.0,7,6.142037,49
235,0,1,12,30,,,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,38.0,,5.0,1.0,12,6.463029,144
236,0,1,11,29,,11.0,150105,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,710,0,22.0,86.0,1.0,1.0,12,6.565264999999999,144
238,0,1,13,25,,10.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,425,0,22.0,,6.0,1.0,6,6.052089,36
243,0,1,12,27,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,833,0,46.0,112.0,1.0,1.0,9,6.725034,81
244,0,1,12,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,308,1,41.0,98.0,1.0,1.0,8,5.7301,64
245,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,625,0,48.0,119.0,4.0,1.0,7,6.437752,49
246,0,1,16,32,13.0,16.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,26.0,,1.0,1.0,10,7.273787,100
248,0,1,16,25,12.0,12.0,400440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,102.0,1.0,1.0,3,6.5117449999999995,9
250,0,1,17,28,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1346,0,46.0,,1.0,1.0,5,7.204892999999999,25
251,0,1,17,33,12.0,10.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,41.0,128.0,4.0,1.0,10,5.991465,100
252,0,1,9,34,12.0,,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,518,0,38.0,82.0,1.0,1.0,19,6.249975,361
253,0,1,14,26,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,456,0,30.0,,1.0,1.0,6,6.122493,36
255,0,1,17,33,12.0,12.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,409,0,42.0,113.0,1.0,1.0,10,6.013715,100
256,0,1,18,34,5.0,9.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,559,0,45.0,105.0,6.0,1.0,10,6.326149,100
258,0,1,12,24,10.0,9.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,230,0,32.0,,1.0,1.0,6,5.438079,36
260,1,1,17,27,18.0,18.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1026,1,46.0,124.0,6.0,1.0,4,6.9334229999999994,16
262,1,1,12,27,13.0,13.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1082,0,48.0,,1.0,1.0,9,6.986567,81
263,1,1,14,24,13.0,13.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,39.0,94.0,1.0,1.0,4,7.091742,16
264,1,1,17,25,,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,329,0,40.0,117.0,1.0,1.0,2,5.796058,4
266,1,1,18,27,14.0,14.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,39.0,116.0,6.0,1.0,3,6.175867,9
267,1,1,18,24,14.0,,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,673,0,33.0,,6.0,,0,6.5117449999999995,0
268,1,1,17,31,12.0,12.0,538123,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1683,0,41.0,,6.0,1.0,8,7.428333,64
269,1,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1282,0,40.0,112.0,1.0,1.0,12,7.1561770000000005,144
272,1,1,12,24,12.0,14.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,23.0,,6.0,1.0,6,6.357842,36
273,1,1,18,27,9.0,9.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,444,0,31.0,105.0,6.0,1.0,3,6.095825,9
275,1,1,16,28,,9.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,481,0,34.0,87.0,6.0,1.0,6,6.175867,36
277,1,1,12,24,16.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,467,0,,108.0,6.0,1.0,6,6.146329,36
279,1,1,6,31,3.0,3.0,614067,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,668,0,40.0,,1.0,0.0,19,6.504288,361
283,1,1,15,27,12.0,12.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,286,0,36.0,89.0,1.0,1.0,6,5.6559919999999995,36
284,1,1,18,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,,119.0,1.0,1.0,9,6.357842,81
285,1,1,14,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,721,0,34.0,97.0,1.0,1.0,9,6.580639,81
286,1,1,12,25,6.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,462,0,28.0,89.0,1.0,1.0,7,6.135565,49
287,1,1,15,25,12.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,28.0,,1.0,0.0,4,6.620073,16
288,1,1,12,24,6.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,200,0,39.0,131.0,6.0,1.0,6,5.298317,36
293,1,1,12,27,12.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,26.0,,1.0,1.0,9,6.476973,81
295,1,1,18,28,12.0,11.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,30.0,,6.0,1.0,4,6.175867,16
298,1,1,11,24,9.0,,360396,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,38.0,,1.0,0.0,7,6.39693,49
305,1,1,16,28,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,35.0,85.0,1.0,1.0,6,6.645091000000001,36
306,1,1,17,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,775,1,26.0,132.0,1.0,1.0,4,6.652863000000001,16
307,1,1,16,24,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,28.0,114.0,1.0,1.0,2,6.463029,4
310,1,1,14,33,14.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1055,0,35.0,98.0,1.0,1.0,13,6.961296000000001,169
311,1,1,16,31,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,676,0,44.0,110.0,6.0,1.0,9,6.516193,81
312,1,1,12,28,,,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,691,0,41.0,124.0,6.0,1.0,10,6.53814,100
313,1,1,17,30,14.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,41.0,118.0,1.0,1.0,7,6.869014,49
314,1,1,13,28,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,400,0,32.0,90.0,5.0,1.0,9,5.991465,81
315,1,1,16,27,14.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,38.0,108.0,1.0,1.0,5,6.5117449999999995,25
323,1,1,18,34,10.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1442,0,42.0,112.0,1.0,1.0,10,7.273787,100
334,1,1,18,32,16.0,10.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,529,0,38.0,100.0,1.0,1.0,8,6.270988,64
336,1,1,14,27,9.0,11.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,21.0,84.0,1.0,1.0,7,6.551080000000001,49
337,1,1,8,34,,4.0,141996,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,675,0,36.0,,1.0,0.0,20,6.5147129999999995,400
338,1,1,18,25,8.0,10.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,494,0,34.0,97.0,1.0,1.0,1,6.202536,1
340,1,1,12,24,12.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,26.0,113.0,1.0,1.0,6,6.214608,36
349,1,1,16,24,,,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,27.0,,6.0,0.0,2,6.109248,4
350,1,1,13,25,,8.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,601,0,27.0,,6.0,1.0,6,6.398594999999999,36
353,1,1,13,28,9.0,12.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,717,1,37.0,105.0,6.0,1.0,9,6.575075999999999,81
354,1,1,12,29,9.0,10.0,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,575,0,28.0,88.0,5.0,1.0,11,6.354369999999999,121
355,1,1,12,25,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,33.0,74.0,1.0,1.0,7,5.857933,49
356,1,1,12,24,9.0,10.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,350,0,31.0,,6.0,0.0,6,5.857933,36
358,0,1,16,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,643,0,46.0,115.0,1.0,1.0,7,6.466145,49
359,0,1,15,24,10.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,30.0,,1.0,1.0,3,6.5147129999999995,9
360,0,1,15,28,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,679,0,34.0,91.0,1.0,1.0,7,6.520621,49
361,0,1,12,27,12.0,9.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,534,0,34.0,103.0,4.0,1.0,9,6.280396,81
362,0,1,16,31,12.0,10.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,524,0,46.0,102.0,1.0,1.0,9,6.261492,81
363,0,1,16,28,10.0,10.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,667,0,38.0,98.0,6.0,1.0,6,6.50279,36
364,0,1,14,26,12.0,,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,370,0,35.0,,1.0,1.0,6,5.9135029999999995,36
365,0,1,15,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,658,0,47.0,,6.0,1.0,5,6.489205,25
371,0,1,12,34,,,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,700,0,39.0,,,0.0,16,6.551080000000001,256
374,0,1,18,27,9.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,311,0,33.0,82.0,6.0,1.0,3,5.739793,9
375,0,1,9,33,,9.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,841,0,44.0,,1.0,1.0,18,6.734591,324
377,0,1,14,31,10.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,660,0,47.0,112.0,1.0,1.0,11,6.49224,121
379,0,1,16,31,8.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,692,0,41.0,108.0,1.0,1.0,9,6.539586,81
382,0,1,15,28,,7.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,577,0,37.0,90.0,1.0,1.0,7,6.357842,49
389,0,1,17,26,9.0,12.0,370732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,705,0,32.0,,6.0,1.0,3,6.558198,9
391,0,1,16,27,5.0,8.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,292,0,38.0,111.0,1.0,1.0,5,5.676754,25
392,0,1,13,26,8.0,11.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,750,0,24.0,96.0,1.0,1.0,7,6.620073,49
395,0,1,16,34,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1442,0,48.0,,1.0,0.0,12,7.273787,144
396,0,1,16,33,16.0,16.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1202,0,48.0,127.0,1.0,1.0,11,7.091742,121
397,0,1,15,33,,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1603,0,47.0,97.0,1.0,1.0,12,7.379632000000001,144
399,0,1,14,32,,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,769,0,50.0,120.0,4.0,1.0,12,6.645091000000001,144
407,0,1,16,31,14.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,513,0,41.0,101.0,6.0,1.0,9,6.240276000000001,81
408,0,1,12,31,,8.0,484311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,805,0,38.0,100.0,1.0,0.0,13,6.690842,169
409,0,1,17,34,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,962,1,44.0,99.0,1.0,1.0,11,6.869014,121
411,0,1,12,25,16.0,16.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,675,0,,104.0,1.0,1.0,7,6.5147129999999995,49
413,0,1,13,24,8.0,8.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,398,0,,116.0,1.0,1.0,5,5.986452,25
416,0,1,14,33,12.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,855,0,40.0,120.0,1.0,1.0,13,6.751100999999999,169
421,0,1,11,25,,9.0,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,693,0,27.0,95.0,1.0,0.0,8,6.54103,64
422,0,1,11,24,8.0,9.0,114259,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,641,0,27.0,,5.0,0.0,7,6.463029,49
423,0,1,13,27,10.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,345,0,34.0,99.0,1.0,0.0,8,5.8435440000000005,64
424,0,1,12,27,,,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,561,0,24.0,68.0,5.0,1.0,9,6.329721,81
425,0,1,12,24,9.0,11.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,684,0,21.0,,1.0,1.0,6,6.527958,36
428,0,1,16,29,16.0,16.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,469,0,49.0,122.0,1.0,1.0,7,6.150603,49
430,0,1,16,26,12.0,12.0,370732,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,300,0,37.0,106.0,6.0,1.0,4,5.7037830000000005,16
431,0,1,18,25,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,673,0,37.0,101.0,1.0,1.0,1,6.5117449999999995,1
432,0,1,16,24,12.0,9.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,385,0,29.0,,6.0,1.0,2,5.953243,4
436,0,1,16,33,8.0,6.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,808,0,45.0,104.0,1.0,1.0,11,6.6945619999999995,121
438,0,1,17,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,548,1,40.0,,6.0,1.0,1,6.306275,1
439,0,1,16,26,12.0,12.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,38.0,,6.0,1.0,4,6.214608,16
440,0,1,13,29,11.0,12.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,727,1,38.0,99.0,1.0,1.0,10,6.588926,100
441,0,1,16,28,11.0,12.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,524,0,29.0,,1.0,1.0,6,6.261492,36
445,0,1,15,24,2.0,8.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,450,0,36.0,,6.0,1.0,3,6.109248,9
448,0,1,12,28,6.0,8.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,755,0,34.0,,1.0,0.0,10,6.626717999999999,100
449,0,1,12,24,11.0,,96681,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,640,0,37.0,,1.0,0.0,6,6.461468,36
454,0,1,12,24,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,313,0,30.0,,1.0,1.0,6,5.7462029999999995,36
458,0,1,12,29,12.0,12.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1425,0,37.0,101.0,1.0,0.0,11,7.261927,121
459,0,1,12,28,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,761,0,23.0,110.0,6.0,1.0,10,6.634633999999999,100
460,0,1,12,26,11.0,5.0,411924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,35.0,94.0,1.0,1.0,8,6.39693,64
461,0,1,16,32,12.0,15.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1111,0,42.0,111.0,1.0,1.0,10,7.013016,100
462,0,1,16,33,13.0,17.0,398168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,763,0,50.0,120.0,1.0,1.0,11,6.637258,121
463,0,1,12,32,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,650,0,45.0,108.0,1.0,1.0,14,6.476973,196
464,0,1,14,27,16.0,16.0,370732,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1155,0,39.0,111.0,1.0,1.0,7,7.051856,49
465,0,1,12,24,9.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,600,0,25.0,,1.0,1.0,6,6.39693,36
467,0,1,12,29,11.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,555,0,31.0,103.0,1.0,0.0,11,6.318968,121
468,0,1,11,28,11.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,543,1,25.0,,1.0,0.0,11,6.297109,121
469,0,1,11,25,11.0,11.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,550,1,31.0,,1.0,0.0,8,6.309918,64
470,0,1,11,31,,,520447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,800,0,39.0,97.0,1.0,0.0,14,6.684612,196
472,0,1,11,26,10.0,11.0,358554,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1000,0,26.0,97.0,1.0,0.0,9,6.907755,81
474,0,1,12,31,13.0,11.0,468402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,864,0,36.0,106.0,1.0,0.0,13,6.761572999999999,169
475,0,1,13,32,,6.0,346581,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,613,0,43.0,109.0,1.0,1.0,13,6.4183650000000005,169
476,0,1,16,24,12.0,12.0,348558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,519,0,27.0,,1.0,1.0,2,6.251904,4
480,0,1,13,30,,,150105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,707,0,45.0,96.0,1.0,1.0,11,6.561031,121
485,0,1,13,26,10.0,10.0,99110,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,818,1,26.0,79.0,1.0,1.0,7,6.706861999999999,49
486,0,1,10,25,10.0,12.0,96681,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,300,0,31.0,62.0,6.0,1.0,9,5.7037830000000005,81
490,1,1,16,30,9.0,9.0,484311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,702,1,47.0,110.0,1.0,1.0,8,6.553934,64
491,1,1,16,34,,12.0,358351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1322,0,47.0,117.0,1.0,1.0,12,7.186901,144
492,1,1,12,27,,12.0,99110,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,380,1,25.0,72.0,1.0,0.0,9,5.940171,81
495,1,1,11,26,,,99110,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,400,0,30.0,83.0,6.0,1.0,9,5.991465,81
496,1,1,11,25,,,96681,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,498,0,22.0,99.0,1.0,1.0,8,6.2106,64
497,1,1,10,33,,11.0,167813,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,663,0,18.0,72.0,1.0,1.0,17,6.496775,289
498,1,1,10,33,8.0,11.0,141996,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,600,0,29.0,88.0,5.0,0.0,17,6.39693,289
499,1,1,18,32,16.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1034,0,48.0,123.0,1.0,1.0,8,6.94119,64
502,1,1,14,25,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1079,0,23.0,91.0,6.0,1.0,5,6.983789999999999,25
503,1,1,18,24,12.0,12.0,360396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,400,0,31.0,98.0,6.0,1.0,0,5.991465,0
504,1,1,16,33,13.0,12.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,641,0,37.0,119.0,6.0,0.0,11,6.463029,121
506,1,1,12,32,,8.0,358351,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,620,0,33.0,87.0,1.0,0.0,14,6.429719,196
508,1,1,17,30,12.0,11.0,538123,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,481,0,49.0,121.0,4.0,1.0,7,6.175867,49
510,1,1,16,33,8.0,8.0,358351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,41.0,,6.0,1.0,11,6.964136,121
